config.branches,config.chunk_size,config.compressor,config.compressor_config.mode,config.compressor_config.smoothness,config.compressor_config.tolerance,config.decomp_file,config.input_file,config.iterations,config.normalize,config.results_file,config.tree,results.abs_error_avg,results.abs_error_max,results.compressed_size_bytes,results.compression_ratio,results.compression_throughput_mbps,results.decompression_throughput_mbps,results.ks_p_value,results.ks_statistic,results.mse,results.original_size_bytes,results.psnr,results.q50_shift,results.q5_shift,results.q95_shift,results.q99_shift,results.rel_error_avg,results.rel_error_max,results.wasserstein_distance,system.host,system.timestamp,config.compressor_config.nthreads,config.compressor_config.quality,config.compressor_config.absErrorBound,config.compressor_config.blockSize,config.compressor_config.cmprAlgo,config.compressor_config.errorBoundMode,config.compressor_config.interpAlgo,config.compressor_config.interpAlpha,config.compressor_config.interpAnchorStride,config.compressor_config.interpBeta,config.compressor_config.interpDirection,config.compressor_config.l2normErrorBound,config.compressor_config.lorenzo,config.compressor_config.lorenzo2,config.compressor_config.openmp,config.compressor_config.psnrErrorBound,config.compressor_config.quantbinCnt,config.compressor_config.regression,config.compressor_config.regression2,config.compressor_config.relErrorBound,config.compressor_config.precision,config.compressor_config.rate,config.compressor_config.compressionLevel,config.compressor_config.truncBits
AnalysisJetsAuxDyn.pt,8388608,mgard,abs,-1.000000,0.001000,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/mgard-sweep.20260409_131859/results.jsonl,CollectionTree,546.4332275390625,2253.275390625,2083580,5.104431629180908,17.631488800048828,24.667787551879883,1.5414283107572978e-44,0.006180061027407001,462898.5625,10635492,64.36034393310547,12.60546875,81.48828125,41.53515625,2.6953125,0.028681937605142004,0.22688591480255102,26.779966354370117,x1000c0s0b0n1,2026-04-09 13:27:29,,,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,4194304,mgard,abs,-1.000000,0.001000,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/mgard-sweep.20260409_131859/results.jsonl,CollectionTree,310.3680725097656,1149.19140625,2446839,4.346625328063965,19.03130340576172,24.731962203979492,1.567827666804078e-06,0.0022994708269830004,141438.15625,10635492,69.50953674316406,3.2109375,31.0703125,9.87890625,10.0703125,0.016221970319747002,0.10414449125528301,10.529984474182129,x1000c0s0b0n1,2026-04-09 13:27:23,,,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,16777216,mgard,abs,0.000000,100.000000,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/mgard-sweep.20260409_131859/results.jsonl,CollectionTree,35.31135177612305,162.34765625,2846958,3.73573899269104,23.428607940673828,24.097002029418945,1.0,0.00010757148265800001,1854.697265625,10635492,88.33247375488281,0.220703125,0.38671875,0.39453125,2.03125,0.0018454404780640001,0.014307648874819001,0.7303031086921691,x1000c0s0b0n1,2026-04-09 13:32:56,,,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,4194304,mgard,abs,-1.000000,0.000100,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/mgard-sweep.20260409_131859/results.jsonl,CollectionTree,31.120677947998047,112.919921875,4361727,2.438367128372192,18.217567443847656,23.932937622070312,1.0,9.17688012123108e-05,1420.5260009765625,10635492,89.49070739746094,0.0234375,0.3623046875,1.5859375,3.1640625,0.0016263942234210002,0.010765136219561001,0.6440604925155641,x1000c0s0b0n1,2026-04-09 13:28:59,,,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,16777216,mgard,abs,0.000000,10.000000,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/mgard-sweep.20260409_131859/results.jsonl,CollectionTree,3.530334234237671,16.0625,4527550,2.349061250686645,22.680191040039062,23.466615676879883,1.0,3.948807716369629e-05,18.541301727294922,10635492,108.33380126953125,0.05859375,0.01171875,0.55859375,1.8203125,0.00018448970513400002,0.0014506587758660002,0.21220143139362302,x1000c0s0b0n1,2026-04-09 13:34:43,,,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,8388608,mgard,abs,0.000000,10.000000,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/mgard-sweep.20260409_131859/results.jsonl,CollectionTree,3.5289711952209473,15.951171875,4593098,2.315537691116333,17.170974731445312,23.700576782226562,1.0,3.725290298461914e-05,18.52943229675293,10635492,108.33657836914062,0.259765625,0.1318359375,1.859375,0.015625,0.00018439521954800002,0.0015424329321830001,0.212799504399299,x1000c0s0b0n1,2026-04-09 13:34:37,,,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,131072,mgard,abs,0.000000,10.000000,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/mgard-sweep.20260409_131859/results.jsonl,CollectionTree,3.52323031425476,16.8671875,9813938,1.083712935447692,7.105493068695068,21.094070434570312,1.0,3.873556852340698e-05,18.496740341186523,10635492,108.34425354003906,0.201171875,0.1611328125,1.5,0.1171875,0.00018411409109800003,0.0015287069836630001,0.212868943810462,x1000c0s0b0n1,2026-04-09 13:33:57,,,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,524288,mgard,abs,-1.000000,0.000100,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/mgard-sweep.20260409_131859/results.jsonl,CollectionTree,1.5323294401168819,14.03125,10525013,1.010496854782104,12.42757511138916,57.45969772338867,1.0,3.272294998168945e-05,8.732163429260254,10635492,111.60398864746094,0.037109375,0.07421875,0.7734375,1.0234375,7.334726979024708e-05,0.0012074403930450001,0.13108704984188002,x1000c0s0b0n1,2026-04-09 13:28:41,,,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,4194304,mgard,abs,-1.000000,0.000010,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/mgard-sweep.20260409_131859/results.jsonl,CollectionTree,0.655697703361511,10.95703125,10626079,1.000885844230651,17.974651336669922,109.72952270507812,0.999843597412109,1.806020736694336e-05,2.987743854522705,10635492,116.26176452636719,0.017578125,0.1181640625,0.078125,0.0,3.2755135180195794e-05,0.0009540477767580001,0.08533633500337601,x1000c0s0b0n1,2026-04-09 13:30:18,,,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,16777216,sperr,bitrate,,,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/sperr-sweep.20260409_131907/results.jsonl,CollectionTree,3361.281005859375,8660.49609375,664755,15.999114990234375,45.719024658203125,75.76923370361328,0.0,0.42840707302093506,16216020.0,10635492,48.91576385498047,3806.767578125,1551.603515625,3696.57421875,1508.8515625,0.17999984323978402,0.5892837643623351,3333.968017578125,x1000c0s2b0n1,2026-04-09 13:19:37,0,2.000000,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,16777216,sperr,bitrate,,,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/sperr-sweep.20260409_131907/results.jsonl,CollectionTree,863.530029296875,2165.125,1329473,7.999780178070068,37.69419860839844,52.559120178222656,0.0,0.094241023063659,1088178.625,10635492,60.64820098876953,559.080078125,613.521484375,1531.44921875,656.2734375,0.04441637173295,0.20885917544364901,740.7947998046875,x1000c0s2b0n1,2026-04-09 13:20:07,0,4.000000,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,16777216,sperr,bitrate,,,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/sperr-sweep.20260409_131907/results.jsonl,CollectionTree,55.097904205322266,135.375,2658909,3.999945878982544,29.829374313354492,38.981624603271484,5.890937133735603e-36,0.005547046661376001,4404.05322265625,10635492,84.57667541503906,49.861328125,63.080078125,42.92578125,20.328125,0.002842820249497,0.016318019479513002,42.89766311645508,x1000c0s2b0n1,2026-04-09 13:20:46,0,8.000000,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,4194304,sperr,bitrate,,,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/sperr-sweep.20260409_131907/results.jsonl,CollectionTree,54.51481246948242,142.283203125,2658981,3.999837636947632,32.71733856201172,42.64590835571289,0.0,0.006420761346817,4225.7841796875,10635492,84.7561264038086,53.244140625,57.46875,19.6875,30.765625,0.002848086180165,0.015503441914916,28.182971954345703,x1000c0s2b0n1,2026-04-09 13:20:39,0,8.000000,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,2097152,sperr,bitrate,,,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/sperr-sweep.20260409_131907/results.jsonl,CollectionTree,54.16114807128906,232.71484375,2659089,3.999675035476684,33.65183639526367,43.44057846069336,9.850683802193048e-33,0.005289457738399001,4217.20703125,10635492,84.76495361328125,21.4296875,44.1015625,32.1171875,41.8828125,0.0028542701620600003,0.025128317996859002,19.32963752746582,x1000c0s2b0n1,2026-04-09 13:20:35,0,8.000000,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,16777216,sperr,pwe,,,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/sperr-sweep.20260409_131907/results.jsonl,CollectionTree,37.49159622192383,75.0,2822709,3.767831563949585,30.134599685668945,38.30231857299805,1.8495564307222202e-31,0.0051841512322420005,1874.5242919921875,10635492,88.28629302978516,56.767578125,39.14453125,65.171875,5.109375,0.0019593627657740003,0.00866821128875,37.49159622192383,x1000c0s2b0n1,2026-04-09 13:31:02,0,100.000000,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,262144,sperr,pwe,,,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/sperr-sweep.20260409_131907/results.jsonl,CollectionTree,37.4953727722168,75.0,2825518,3.7640857696533203,33.8158073425293,41.40043258666992,0.095058031380176,0.0010703802108760002,1874.50146484375,10635492,88.28634643554688,6.861328125,4.7060546875,9.7890625,4.1015625,0.001959628425538,0.008793173357844,6.413751125335693,x1000c0s2b0n1,2026-04-09 13:30:40,0,100.000000,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,8388608,sperr,pwe,,,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/sperr-sweep.20260409_131907/results.jsonl,CollectionTree,37.4871711730957,75.0,2826196,3.763182640075683,30.86418914794922,39.05792236328125,1.1588929069240419e-26,0.004766680300235001,1874.2567138671875,10635492,88.28691101074219,62.1171875,32.998046875,34.05859375,36.21875,0.0019592137541620002,0.008583701215684001,30.046897888183594,x1000c0s2b0n1,2026-04-09 13:30:58,0,100.000000,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,32768,sperr,pwe,,,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/sperr-sweep.20260409_131907/results.jsonl,CollectionTree,37.47857666015625,75.0,2835682,3.750594139099121,32.95804214477539,40.42958450317383,0.98790556192398,0.00038889050483700003,1873.74169921875,10635492,88.2881088256836,0.66796875,2.240234375,1.80859375,2.96875,0.0019588109571480002,0.009099743328988,1.760897159576416,x1000c0s2b0n1,2026-04-09 13:30:29,0,100.000000,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,16777216,sperr,bitrate,,,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/sperr-sweep.20260409_131907/results.jsonl,CollectionTree,13.770288467407227,33.875,3323628,3.199964523315429,27.78466033935547,35.72853088378906,0.010438838042318,0.0014058947563170001,275.1863708496094,10635492,96.61894226074219,16.03125,12.3349609375,9.09375,13.5,0.0007099295035,0.004055294208228,10.667006492614746,x1000c0s2b0n1,2026-04-09 13:21:29,0,10.000000,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,4194304,sperr,bitrate,,,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/sperr-sweep.20260409_131907/results.jsonl,CollectionTree,13.624993324279785,35.5703125,3323700,3.1998953819274902,30.3748722076416,38.81538391113281,0.0043291212059550005,0.001519069075584,264.22174072265625,10635492,96.79551696777344,0.11328125,16.482421875,2.78125,3.6171875,0.0007117839995770001,0.0039021384436630003,7.001568794250488,x1000c0s2b0n1,2026-04-09 13:21:21,0,10.000000,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,2097152,sperr,bitrate,,,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/sperr-sweep.20260409_131907/results.jsonl,CollectionTree,13.546838760375977,58.1767578125,3323808,3.199791431427002,31.179903030395508,39.45753479003906,0.0064989682286970005,0.0014679133892050002,263.7347717285156,10635492,96.80352783203125,2.984375,3.6005859375,5.41796875,8.671875,0.0007142969407140001,0.006075395736843001,4.761786460876465,x1000c0s2b0n1,2026-04-09 13:21:17,0,10.000000,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,16777216,sperr,pwe,,,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/sperr-sweep.20260409_131907/results.jsonl,CollectionTree,3.750062227249145,7.5,3915357,2.716353178024292,26.571720123291016,33.46195602416992,0.8246687650680541,0.000544965267181,18.750566482543945,10635492,108.2850570678711,3.232421875,5.85546875,5.171875,5.109375,0.00019600255473000002,0.0009192819125010001,3.750062227249145,x1000c0s2b0n1,2026-04-09 13:31:47,0,10.000000,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,4194304,sperr,pwe,,,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/sperr-sweep.20260409_131907/results.jsonl,CollectionTree,3.748985528945923,7.5,3918606,2.714100837707519,28.948654174804688,35.32900619506836,0.9936305880546571,0.000368580222129,18.74144744873047,10635492,108.28717041015625,2.3125,0.3095703125,0.37109375,1.7890625,0.00019591400632600002,0.0008734859875400001,1.7504698038101192,x1000c0s2b0n1,2026-04-09 13:31:39,0,10.000000,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,1048576,sperr,pwe,,,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/sperr-sweep.20260409_131907/results.jsonl,CollectionTree,3.747264862060547,7.5,3919427,2.713532447814941,29.6794376373291,35.98417282104492,1.0,0.00018426775932300001,18.730276107788086,10635492,108.28976440429688,1.708984375,0.146484375,2.37890625,0.484375,0.000195876666111,0.000874001125339,1.013362884521484,x1000c0s2b0n1,2026-04-09 13:31:31,0,10.000000,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,16777216,sperr,bitrate,,,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/sperr-sweep.20260409_131907/results.jsonl,CollectionTree,3.444316625595092,8.5,3988346,2.666642189025879,26.148426055908203,33.30173873901367,0.994988858699798,0.000361800193786,17.211585998535156,10635492,108.65699768066406,3.34375,3.8779296875,0.63671875,0.8203125,0.00017761476919900002,0.000939419434871,2.665350675582885,x1000c0s2b0n1,2026-04-09 13:22:14,0,12.000000,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,4194304,sperr,bitrate,,,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/sperr-sweep.20260409_131907/results.jsonl,CollectionTree,3.411252737045288,8.89453125,3988418,2.6665940284729,28.571760177612305,35.98819351196289,0.9819431304931641,0.00040355324745100003,16.538970947265625,10635492,108.83011627197266,0.68359375,3.802734375,0.0390625,3.875,0.000178196962224,0.0010077938204630002,1.763492822647094,x1000c0s2b0n1,2026-04-09 13:22:06,0,12.000000,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,2097152,sperr,bitrate,,,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/sperr-sweep.20260409_131907/results.jsonl,CollectionTree,3.386999368667602,14.544921875,3988526,2.666522026062011,29.25396728515625,36.50380325317383,0.996939063072204,0.000349014997482,16.485837936401367,10635492,108.84408569335938,0.9062500000000001,0.4169921875,2.04296875,3.75,0.00017862056847600002,0.001557571347802,1.217301607131958,x1000c0s2b0n1,2026-04-09 13:22:02,0,12.000000,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,16777216,sperr,pwe,,,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/sperr-sweep.20260409_131907/results.jsonl,CollectionTree,0.374925971031188,0.75,5003606,2.125565528869629,24.262958526611328,29.882335662841797,1.0,6.54458999633789e-05,0.18748639523983002,10635492,128.28550720214844,0.23242187500000003,0.14453125,0.671875,0.46875000000000006,1.9596114725572992e-05,9.313055488746615e-05,0.374925971031188,x1000c0s2b0n1,2026-04-09 13:32:37,0,1.000000,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,8388608,sperr,pwe,,,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/sperr-sweep.20260409_131907/results.jsonl,CollectionTree,0.37476024031639105,0.75,5007120,2.12407374382019,25.080440521240234,30.606407165527344,1.0,5.979835987091065e-05,0.18730802834033902,10635492,128.28964233398438,0.37890625,0.2412109375,0.44140625,0.21875000000000003,1.9582708773668852e-05,9.162048809230329e-05,0.32780092954635603,x1000c0s2b0n1,2026-04-09 13:32:32,0,1.000000,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,4194304,sperr,pwe,,,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/sperr-sweep.20260409_131907/results.jsonl,CollectionTree,0.374726623296737,0.75,5009487,2.123070001602173,26.53578758239746,31.667423248291016,1.0,5.565583705902099e-05,0.18727600574493403,10635492,128.29039001464844,0.37890625,0.1728515625,0.5078125,0.2890625,1.958084794750902e-05,8.759384218137713e-05,0.290786862373352,x1000c0s2b0n1,2026-04-09 13:32:27,0,1.000000,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,16777216,sperr,bitrate,,,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/sperr-sweep.20260409_131907/results.jsonl,CollectionTree,0.21527966856956401,0.53125,5317782,1.9999864101409912,23.44715690612793,29.245532989501953,1.0,3.534555435180664e-05,0.06723206490278201,10635492,132.73944091796875,0.35546875,0.177734375,0.109375,0.125,1.110082848754245e-05,5.876613067812287e-05,0.16904529929161002,x1000c0s2b0n1,2026-04-09 13:23:05,0,16.000000,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,4194304,sperr,bitrate,,,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/sperr-sweep.20260409_131907/results.jsonl,CollectionTree,0.21293164789676602,0.556640625,5317854,1.9999593496322632,25.521671295166016,31.512985229492188,1.0,3.159046173095703e-05,0.06447609513998001,10635492,132.9212188720703,0.109375,0.171875,0.0390625,0.140625,1.1118551810795902e-05,5.734954538638704e-05,0.118983469903469,x1000c0s2b0n1,2026-04-09 13:22:56,0,16.000000,,,,,,,,,,,,,,,,,,,,,,
AnalysisJetsAuxDyn.pt,2097152,sperr,bitrate,,,,DAOD_PHYSLITE.37019878._000009.pool.root.1,5,False,/eagle/UIC-HPC/amy/sperr-sweep.20260409_131907/results.jsonl,CollectionTree,0.21180668473243702,0.91015625,5317962,1.999918818473816,26.11485481262207,31.884714126586914,1.0,2.782046794891357e-05,0.06445705890655501,10635492,132.92250061035156,0.0,0.0908203125,0.00390625,0.1328125,1.1169363460794552e-05,9.98825053102337e-05,0.089378245174884,x1000c0s2b0n1,2026-04-09 13:22:51,0,16.000000,,,,,,,,,,,,,,,,,,,,,,
